userId,movieId,rating,timestamp
1,1049,5.0,964982400
1,2353,5.0,964983861
1,596,5.0,964982838
1,3253,5.0,964981107
1,1042,4.0,964981179
1,2450,4.0,964982620
1,2115,5.0,964982529
1,3168,4.0,964982495
1,2253,2.0,964981775
1,216,5.0,964981208
1,3744,4.0,964980694
1,3176,1.0,964983504
1,1090,4.0,964984018
1,2858,5.0,964980868
1,101,5.0,964980868
1,1617,5.0,964982951
1,2329,5.0,964983263
1,1552,4.0,964982620
1,919,5.0,964982475
1,1291,5.0,964981909
1,1676,3.0,964982620
1,2616,4.0,964983080
1,1278,5.0,964983414
1,2141,5.0,964982838
1,3,4.0,964981247
1,648,3.0,964982563
1,1060,4.0,964980924
1,1573,5.0,964982290
1,3273,5.0,964983536
1,1270,5.0,964983705
1,3729,5.0,964982363
1,2094,5.0,964982653
1,3702,5.0,964983737
1,235,4.0,964980908
1,3793,5.0,964981855
1,480,4.0,964982346
1,4006,4.0,964982903
1,3639,4.0,964982271
1,457,5.0,964981909
1,1208,4.0,964983250
1,2987,5.0,964982495
1,2018,5.0,964980523
1,2366,4.0,964982462
1,954,5.0,964983219
1,3450,5.0,964981144
1,2096,4.0,964982838
1,50,5.0,964982931
1,2005,5.0,964981710
1,1804,5.0,964983034
1,2090,5.0,964982838
1,2997,4.0,964980896
1,1127,4.0,964982513
1,1625,5.0,964983504
1,2502,5.0,964981278
1,1445,3.0,964984112
1,2161,5.0,964981710
1,2947,5.0,964982176
1,2916,4.0,964982290
1,1240,5.0,964983723
1,943,4.0,964983614
1,2058,5.0,964982400
1,3033,5.0,964983762
1,2389,2.0,964983094
1,1089,5.0,964982951
1,2273,4.0,964982310
1,349,4.0,964982563
1,1927,5.0,964981497
1,70,3.0,964982400
1,2692,5.0,964981855
1,2628,4.0,964980523
1,2872,5.0,964981680
1,804,4.0,964980499
1,593,4.0,964983793
1,1377,3.0,964982653
1,3578,5.0,964980668
1,2654,5.0,964983393
1,362,5.0,964982588
1,3062,4.0,964981872
1,3034,5.0,964982791
1,3441,5.0,964982328
1,2093,3.0,964981710
1,2944,5.0,964981872
1,2648,4.0,964983414
1,5060,5.0,964984002
1,1396,3.0,964983017
1,2797,4.0,964981710
1,2137,5.0,964982791
1,2459,5.0,964983414
1,3053,5.0,964984086
1,296,3.0,964982967
1,316,3.0,964982310
1,260,5.0,964981680
1,1473,4.0,964980875
1,2761,5.0,964982703
1,1092,5.0,964983484
1,2033,5.0,964982903
1,2414,3.0,964982513
1,1265,4.0,964983599
1,1213,5.0,964982951
1,2406,4.0,964982310
1,2470,5.0,964982588
1,590,4.0,964982546
1,2387,5.0,964983123
1,2048,5.0,964982791
1,608,5.0,964982931
1,1954,5.0,964982176
1,2716,5.0,964983414
1,223,3.0,964980985
1,3440,4.0,964981799
1,3703,5.0,964981909
1,553,5.0,964984153
1,2143,4.0,964981725
1,1197,5.0,964981872
1,2959,5.0,964983282
1,2640,4.0,964982377
1,157,5.0,964984100
1,2826,4.0,964980523
1,2993,5.0,964982242
1,1,4.0,964982703
1,1219,2.0,964983393
1,1029,5.0,964982855
1,1220,5.0,964981909
1,2291,5.0,964983664
1,780,3.0,964984086
1,2571,5.0,964981888
1,592,4.0,964982271
1,1024,5.0,964982876
1,2427,5.0,964982242
1,2991,5.0,964982271
1,1620,4.0,964983056
1,1805,4.0,964983056
1,1097,5.0,964981680
1,2596,5.0,964981144
1,1580,3.0,964981125
1,163,5.0,964983650
1,1198,5.0,964981827
1,1222,5.0,964981909
1,3147,5.0,964983873
1,2528,3.0,964982328
1,2395,5.0,964981093
1,1348,4.0,964983393
1,1298,5.0,964984086
1,2644,4.0,964983393
1,3671,5.0,964981589
1,2657,3.0,964983426
1,1073,5.0,964981680
1,1226,5.0,964983618
1,527,5.0,964984002
1,1136,5.0,964981327
1,923,5.0,964981529
1,1275,5.0,964982290
1,2105,4.0,964981725
1,1031,5.0,964982653
1,3479,4.0,964981725
1,231,5.0,964981179
1,3386,5.0,964983484
1,6,4.0,964982224
1,673,3.0,964981775
1,733,4.0,964982400
1,2099,4.0,964982588
1,2174,4.0,964981680
1,1256,5.0,964981442
2,318,3.0,1445714835
2,109487,3.0,1445715145
2,8798,3.5,1445714960
2,122882,5.0,1445715272
2,80906,5.0,1445715172
2,6874,4.0,1445714952
2,77455,3.0,1445714941
2,68157,4.5,1445715154
2,115713,3.5,1445714854
2,79132,4.0,1445714841
2,71535,3.0,1445714974
2,58559,4.5,1445715141
2,112552,4.0,1445714882
2,74458,4.0,1445714926
2,80489,4.5,1445715340
2,91529,3.5,1445714891
2,106782,5.0,1445714966
2,60756,5.0,1445714980
2,3578,4.0,1445714885
2,131724,5.0,1445714851
3,5919,5.0,1306463825
3,5181,5.0,1306463718
3,3024,4.5,1306464054
3,2288,4.0,1306463631
3,7899,4.5,1306464036
3,5048,0.5,1306464284
3,72378,0.5,1306464164
3,7991,5.0,1306463684
3,6835,5.0,1306463670
3,2090,0.5,1306464261
3,2851,5.0,1306463925
3,2105,2.0,1306463559
3,1371,3.0,1306463561
3,6238,0.5,1306464204
3,26409,4.5,1306463993
3,31,0.5,1306463578
3,1093,0.5,1306463627
3,3703,5.0,1306463603
3,4518,5.0,1306463770
3,5746,5.0,1306463708
3,1302,0.5,1306464189
3,720,0.5,1306463595
3,5764,4.5,1306464021
3,2018,0.5,1306464175
3,688,0.5,1306464228
3,1124,0.5,1306464216
3,1275,3.5,1306463323
4,1947,5.0,945079653
4,4239,5.0,986848685
4,902,4.0,945078446
4,1914,4.0,964622714
4,3508,5.0,964538351
4,1719,4.0,945079956
4,368,4.0,945078690
4,2763,1.0,964778621
4,21,3.0,986935199
4,319,5.0,945079182
4,1641,4.0,964622758
4,1916,1.0,986934786
4,3317,4.0,986934498
4,4765,5.0,1007569445
4,1597,1.0,945079906
4,4273,4.0,1007574470
4,4896,4.0,1007574532
4,2874,4.0,986935016
4,475,5.0,945174290
4,1057,3.0,964540578
4,235,2.0,945173513
4,3083,5.0,964622487
4,2351,4.0,945078467
4,4033,4.0,986849149
4,3996,4.0,986849130
4,4020,3.0,986848856
4,2599,5.0,964622684
4,348,4.0,964622786
4,920,5.0,945173602
4,2109,4.0,986935016
4,3204,4.0,964539828
4,342,5.0,964538500
4,538,5.0,945078636
4,3365,5.0,964538329
4,2390,5.0,945079164
4,2076,4.0,945079052
4,1895,4.0,945629179
4,930,5.0,964538571
4,593,5.0,964539986
4,58,3.0,964538444
4,45,3.0,986935047
4,899,4.0,945079653
4,171,3.0,945078428
4,4252,3.0,1007569465
4,2406,4.0,986935302
4,4347,4.0,1007569586
4,553,2.0,945079301
4,4641,1.0,1007569586
4,1188,5.0,964538500
4,1266,4.0,986849037
4,3967,4.0,986849164
4,52,3.0,964622786
4,351,3.0,986934901
4,1198,3.0,964538728
4,2395,3.0,964623306
4,4027,3.0,986849201
4,4308,1.0,1007569465
4,1025,4.0,945079232
4,1466,4.0,945173492
4,892,4.0,964622714
4,1196,5.0,964538763
4,539,1.0,964538832
4,176,5.0,964622565
4,2926,5.0,986934870
4,1060,2.0,986934819
4,4144,3.0,986848685
4,3358,3.0,964622758
4,1073,4.0,945079483
4,4074,3.0,986848665
4,2770,2.0,945173553
4,1080,5.0,986934696
4,1225,4.0,964539326
4,898,5.0,964623347
4,3591,1.0,986935199
4,4002,3.0,986934819
4,1077,5.0,945173692
4,1179,4.0,964539180
4,4741,3.0,1007574532
4,3160,4.0,964539121
4,1968,4.0,986934786
4,1704,1.0,945629015
4,2467,4.0,945079858
4,4260,2.0,1007569424
4,1288,4.0,945079653
4,2997,4.0,986848610
4,919,5.0,945079521
4,800,4.0,945079106
4,3538,2.0,986849212
4,1283,5.0,945078690
4,265,5.0,964538468
4,1391,1.0,945173766
4,2628,1.0,986848894
4,1103,5.0,964539723
4,1197,5.0,964538763
4,1304,3.0,945078467
4,457,5.0,945079259
4,3408,4.0,986849238
4,3175,1.0,964538930
4,608,5.0,964540008
4,2324,1.0,964622590
4,232,5.0,964622684
4,914,5.0,945079670
4,247,3.0,986848894
4,937,3.0,986849085
4,450,2.0,986848828
4,1046,5.0,945173654
4,588,4.0,945079670
4,4246,4.0,1007574542
4,1892,2.0,964539431
4,1203,5.0,945174025
4,1860,2.0,986849001
4,648,3.0,945079906
4,441,1.0,986934915
4,1966,2.0,964622684
4,1250,5.0,945174008
4,509,1.0,945079106
4,3851,5.0,986849180
4,759,3.0,945078601
4,1885,3.0,964622617
4,1500,4.0,964622830
4,1733,5.0,945079143
4,1136,5.0,986934625
4,357,3.0,964623306
4,1967,5.0,945078967
4,162,5.0,945078571
4,190,2.0,945079259
4,4381,3.0,1007574509
4,2019,2.0,945078690
4,1213,4.0,945079729
4,599,2.0,945078587
4,47,2.0,945173425
4,4029,3.0,986849226
4,2683,4.0,945079790
4,4902,4.0,1007569465
4,3255,4.0,964623306
4,2150,5.0,986934738
4,2571,1.0,945173385
4,4021,4.0,986849180
4,32,2.0,945173447
4,2762,4.0,964539986
4,3489,1.0,986848908
4,1517,4.0,945079790
4,4014,1.0,986849254
4,1079,2.0,945078946
4,2843,5.0,945078814
4,2791,5.0,964539628
4,912,5.0,945173902
4,3911,3.0,986849149
4,1734,3.0,964539357
4,1923,3.0,986934870
4,1259,4.0,964538728
5,531,4.0,847435258
5,58,5.0,847435238
5,316,2.0,847434832
5,150,3.0,847434748
5,344,3.0,847434802
5,1,4.0,847434962
5,590,5.0,847434747
5,364,3.0,847434882
5,596,5.0,847435292
5,232,4.0,847435292
5,21,4.0,847435238
5,153,3.0,847434802
5,475,5.0,847435311
5,592,3.0,847434747
5,265,3.0,847435129
5,534,3.0,847435311
5,594,5.0,847435238
